# X values | Y values
0.000000000000000000e+00 | 4.678740533462046436e+00
1.000000000000000000e+00 | 3.218009911810558510e+00
2.000000000000000000e+00 | 5.278379062861869642e+00
3.000000000000000000e+00 | 6.182950308362917369e+00
4.000000000000000000e+00 | 5.893778222131622613e+00
5.000000000000000000e+00 | 2.907370784506895234e+00
6.000000000000000000e+00 | 6.582820373521110824e+00
7.000000000000000000e+00 | 4.187428511095408368e+00
8.000000000000000000e+00 | 7.261921678388930879e+00
9.000000000000000000e+00 | 4.059474681330011769e+00
1.000000000000000000e+01 | 5.788620064243930052e+00
1.100000000000000000e+01 | 7.359977027375542491e+00
1.200000000000000000e+01 | 3.937284751114835224e+00
1.300000000000000000e+01 | 3.842219950422752994e+00
1.400000000000000000e+01 | 6.194875501122593775e+00
1.500000000000000000e+01 | 4.402546962996605195e+00
1.600000000000000000e+01 | 4.710397276828538260e+00
1.700000000000000000e+01 | 5.526619402296226724e+00
1.800000000000000000e+01 | 4.166423814650134005e+00
1.900000000000000000e+01 | 6.860546646718388430e+00
2.000000000000000000e+01 | 7.372043526398010194e+00
2.100000000000000000e+01 | 3.536826847734766410e+00
2.200000000000000000e+01 | 5.989716321467717819e+00
2.300000000000000000e+01 | 3.331667896296706566e+00
2.400000000000000000e+01 | 6.365014715659475186e+00
2.500000000000000000e+01 | 7.139325453595056992e+00
2.600000000000000000e+01 | 6.037583259421211324e+00
2.700000000000000000e+01 | 6.067245040362363007e+00
2.800000000000000000e+01 | 4.571205510639758884e+00
2.900000000000000000e+01 | 6.468842387669125671e+00
3.000000000000000000e+01 | 6.526650175670402731e+00
3.100000000000000000e+01 | 6.775912274843634897e+00
3.200000000000000000e+01 | 6.407995591648809608e+00
3.300000000000000000e+01 | 4.606291569460950086e+00
3.400000000000000000e+01 | 6.822249612912310468e+00
3.500000000000000000e+01 | 2.983797141146896426e+00
3.600000000000000000e+01 | 4.656532603036779072e+00
3.700000000000000000e+01 | 4.176800461514877938e+00
3.800000000000000000e+01 | 4.185056796527097944e+00
3.900000000000000000e+01 | 4.660801877339214805e+00
4.000000000000000000e+01 | 5.036889306943027833e+00
4.100000000000000000e+01 | 3.323034109482106757e+00
4.200000000000000000e+01 | 4.690509136067146478e+00
4.300000000000000000e+01 | 5.098872163629843968e+00
4.400000000000000000e+01 | 6.386790861830070831e+00
4.500000000000000000e+01 | 5.455241334752547466e+00
4.600000000000000000e+01 | 5.829068496499411722e+00
4.700000000000000000e+01 | 4.945758731087236626e+00
4.800000000000000000e+01 | 4.710175078638118684e+00
4.900000000000000000e+01 | 7.048582060614889677e+00
5.000000000000000000e+01 | 4.903380126374820236e+00
5.100000000000000000e+01 | 5.858331540517191627e+00
5.200000000000000000e+01 | 5.920377240128198437e+00
5.300000000000000000e+01 | 3.916518785348148235e+00
5.400000000000000000e+01 | 7.367169765517664004e+00
5.500000000000000000e+01 | 5.083682548276549973e+00
5.600000000000000000e+01 | 3.787813847747642626e+00
5.700000000000000000e+01 | 4.427117857745180629e+00
5.800000000000000000e+01 | 6.745432568897033576e+00
5.900000000000000000e+01 | 3.314515667323786108e+00
6.000000000000000000e+01 | 4.772298750250029364e+00
6.100000000000000000e+01 | 3.849265737818514221e+00
6.200000000000000000e+01 | 7.276033952833836693e+00
6.300000000000000000e+01 | 5.643079680277161891e+00
6.400000000000000000e+01 | 6.157588118939095523e+00
6.500000000000000000e+01 | 4.934164662755662789e+00
6.600000000000000000e+01 | 4.599707994743989836e+00
6.700000000000000000e+01 | 4.199595442647062526e+00
6.800000000000000000e+01 | 6.049227483347250356e+00
6.900000000000000000e+01 | 4.745012196755709510e+00
7.000000000000000000e+01 | 3.492301358110507792e+00
7.100000000000000000e+01 | 6.304910589616417482e+00
7.200000000000000000e+01 | 4.089583401413749542e+00
7.300000000000000000e+01 | 7.025229669501612761e+00
7.400000000000000000e+01 | 5.887349793597518754e+00
7.500000000000000000e+01 | 4.452447829616554387e+00
7.600000000000000000e+01 | 5.396722637698343483e+00
7.700000000000000000e+01 | 3.600742825881465770e+00
7.800000000000000000e+01 | 4.703444854361643834e+00
7.900000000000000000e+01 | 4.203837276326611416e+00
8.000000000000000000e+01 | 4.870352308717976086e+00
8.100000000000000000e+01 | 5.151120400955707446e+00
8.200000000000000000e+01 | 3.714302450444969761e+00
8.300000000000000000e+01 | 3.889047446020819976e+00
8.400000000000000000e+01 | 7.606875400144593513e+00
8.500000000000000000e+01 | 6.929490061057865802e+00
8.600000000000000000e+01 | 4.798292973285228413e+00
8.700000000000000000e+01 | 7.174678012515700587e+00
8.800000000000000000e+01 | 3.890092528096428470e+00
8.900000000000000000e+01 | 6.425202243490735654e+00
9.000000000000000000e+01 | 4.459263359319388442e+00
9.100000000000000000e+01 | 5.049128786277933933e+00
9.200000000000000000e+01 | 3.229830647641408259e+00
9.300000000000000000e+01 | 4.321386097701068962e+00
